Series Name,Series Code,Country Name,Country Code,2015 [YR2015]
Urban population (% of total),SP.URB.TOTL.IN.ZS,Singapore,SGP,100
Urban population (% of total),SP.URB.TOTL.IN.ZS,Sint Maarten (Dutch part),SXM,100
Urban population (% of total),SP.URB.TOTL.IN.ZS,Slovak Republic,SVK,53.598
Urban population (% of total),SP.URB.TOTL.IN.ZS,Slovenia,SVN,49.65
Urban population (% of total),SP.URB.TOTL.IN.ZS,Solomon Islands,SLB,22.329
Urban population (% of total),SP.URB.TOTL.IN.ZS,Somalia,SOM,39.551
Urban population (% of total),SP.URB.TOTL.IN.ZS,South Africa,ZAF,64.801
Urban population (% of total),SP.URB.TOTL.IN.ZS,South Sudan,SSD,18.804
Urban population (% of total),SP.URB.TOTL.IN.ZS,Spain,ESP,79.579
Urban population (% of total),SP.URB.TOTL.IN.ZS,Sri Lanka,LKA,18.356
Urban population (% of total),SP.URB.TOTL.IN.ZS,St. Kitts and Nevis,KNA,32.047
Urban population (% of total),SP.URB.TOTL.IN.ZS,St. Lucia,LCA,18.504
Urban population (% of total),SP.URB.TOTL.IN.ZS,St. Martin (French part),MAF,..
Urban population (% of total),SP.URB.TOTL.IN.ZS,St. Vincent and the Grenadines,VCT,50.55
Urban population (% of total),SP.URB.TOTL.IN.ZS,Sudan,SDN,33.806
Urban population (% of total),SP.URB.TOTL.IN.ZS,Suriname,SUR,66.043
Urban population (% of total),SP.URB.TOTL.IN.ZS,Swaziland,SWZ,21.308
Urban population (% of total),SP.URB.TOTL.IN.ZS,Sweden,SWE,85.815
Urban population (% of total),SP.URB.TOTL.IN.ZS,Switzerland,CHE,73.912
Urban population (% of total),SP.URB.TOTL.IN.ZS,Syrian Arab Republic,SYR,57.656
Urban population (% of total),SP.URB.TOTL.IN.ZS,Tajikistan,TJK,26.782
Urban population (% of total),SP.URB.TOTL.IN.ZS,Tanzania,TZA,31.608
Urban population (% of total),SP.URB.TOTL.IN.ZS,Thailand,THA,50.374
Urban population (% of total),SP.URB.TOTL.IN.ZS,Timor-Leste,TLS,32.77
Urban population (% of total),SP.URB.TOTL.IN.ZS,Togo,TGO,39.964
Urban population (% of total),SP.URB.TOTL.IN.ZS,Tonga,TON,23.712
Urban population (% of total),SP.URB.TOTL.IN.ZS,Trinidad and Tobago,TTO,8.445
Urban population (% of total),SP.URB.TOTL.IN.ZS,Tunisia,TUN,66.842
Urban population (% of total),SP.URB.TOTL.IN.ZS,Turkey,TUR,73.397
Urban population (% of total),SP.URB.TOTL.IN.ZS,Turkmenistan,TKM,50.037
Urban population (% of total),SP.URB.TOTL.IN.ZS,Turks and Caicos Islands,TCA,92.186
Urban population (% of total),SP.URB.TOTL.IN.ZS,Tuvalu,TUV,59.717
Urban population (% of total),SP.URB.TOTL.IN.ZS,Uganda,UGA,16.101
Urban population (% of total),SP.URB.TOTL.IN.ZS,Ukraine,UKR,69.695
Urban population (% of total),SP.URB.TOTL.IN.ZS,United Arab Emirates,ARE,85.541
Urban population (% of total),SP.URB.TOTL.IN.ZS,United Kingdom,GBR,82.592
Urban population (% of total),SP.URB.TOTL.IN.ZS,United States,USA,81.617
Urban population (% of total),SP.URB.TOTL.IN.ZS,Uruguay,URY,95.311
Urban population (% of total),SP.URB.TOTL.IN.ZS,Uzbekistan,UZB,36.365
Urban population (% of total),SP.URB.TOTL.IN.ZS,Vanuatu,VUT,26.128
Urban population (% of total),SP.URB.TOTL.IN.ZS,"Venezuela, RB",VEN,88.99
Urban population (% of total),SP.URB.TOTL.IN.ZS,Vietnam,VNM,33.593
Urban population (% of total),SP.URB.TOTL.IN.ZS,Virgin Islands (U.S.),VIR,95.335
Urban population (% of total),SP.URB.TOTL.IN.ZS,West Bank and Gaza,PSE,75.252
Urban population (% of total),SP.URB.TOTL.IN.ZS,"Yemen, Rep.",YEM,34.606
Urban population (% of total),SP.URB.TOTL.IN.ZS,Zambia,ZMB,40.922
Urban population (% of total),SP.URB.TOTL.IN.ZS,Zimbabwe,ZWE,32.376
Urban population (% of total),SP.URB.TOTL.IN.ZS,Arab World,ARB,57.8082102147962
Urban population (% of total),SP.URB.TOTL.IN.ZS,Caribbean small states,CSS,42.4614672623591
Urban population (% of total),SP.URB.TOTL.IN.ZS,Central Europe and the Baltics,CEB,62.3570294172686
Urban population (% of total),SP.URB.TOTL.IN.ZS,Early-demographic dividend,EAR,44.1605219613988
Urban population (% of total),SP.URB.TOTL.IN.ZS,East Asia & Pacific,EAS,56.6249019317866
Urban population (% of total),SP.URB.TOTL.IN.ZS,East Asia & Pacific (excluding high income),EAP,52.9316365953166
Urban population (% of total),SP.URB.TOTL.IN.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,52.8314454251105
Urban population (% of total),SP.URB.TOTL.IN.ZS,Euro area,EMU,75.9224757587693
Urban population (% of total),SP.URB.TOTL.IN.ZS,Europe & Central Asia,ECS,70.8721471584779
Urban population (% of total),SP.URB.TOTL.IN.ZS,Europe & Central Asia (excluding high income),ECA,65.0186435075018
Urban population (% of total),SP.URB.TOTL.IN.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,64.6414703266886
Urban population (% of total),SP.URB.TOTL.IN.ZS,European Union,EUU,74.8000723861278
Urban population (% of total),SP.URB.TOTL.IN.ZS,Fragile and conflict affected situations,FCS,40.9359436223503
Urban population (% of total),SP.URB.TOTL.IN.ZS,Heavily indebted poor countries (HIPC),HPC,34.6108021542053
Urban population (% of total),SP.URB.TOTL.IN.ZS,High income,HIC,81.2034657169412
Urban population (% of total),SP.URB.TOTL.IN.ZS,IBRD only,IBD,53.0636421976087
Urban population (% of total),SP.URB.TOTL.IN.ZS,IDA & IBRD total,IBT,48.7838695288031
Urban population (% of total),SP.URB.TOTL.IN.ZS,IDA blend,IDB,41.2144030427322
Urban population (% of total),SP.URB.TOTL.IN.ZS,IDA only,IDX,33.158458053126
Urban population (% of total),SP.URB.TOTL.IN.ZS,IDA total,IDA,35.8274307207168
Urban population (% of total),SP.URB.TOTL.IN.ZS,Late-demographic dividend,LTE,59.8330007453697
Urban population (% of total),SP.URB.TOTL.IN.ZS,Latin America & Caribbean,LCN,79.8204284842771
Urban population (% of total),SP.URB.TOTL.IN.ZS,Latin America & Caribbean (excluding high income),LAC,79.5616064945206
Urban population (% of total),SP.URB.TOTL.IN.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,79.8132647235095
Urban population (% of total),SP.URB.TOTL.IN.ZS,Least developed countries: UN classification,LDC,31.5627601312971
Urban population (% of total),SP.URB.TOTL.IN.ZS,Low & middle income,LMY,48.6989263851806
Urban population (% of total),SP.URB.TOTL.IN.ZS,Low income,LIC,30.7469411780842
Urban population (% of total),SP.URB.TOTL.IN.ZS,Lower middle income,LMC,39.1819428918424
Urban population (% of total),SP.URB.TOTL.IN.ZS,Middle East & North Africa,MEA,64.1846591186747
Urban population (% of total),SP.URB.TOTL.IN.ZS,Middle East & North Africa (excluding high income),MNA,60.5030580713085
Urban population (% of total),SP.URB.TOTL.IN.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,60.3233967760809
Urban population (% of total),SP.URB.TOTL.IN.ZS,Middle income,MIC,50.7822930374519
Urban population (% of total),SP.URB.TOTL.IN.ZS,North America,NAC,81.6415523793521
Urban population (% of total),SP.URB.TOTL.IN.ZS,Not classified,INX,..
Urban population (% of total),SP.URB.TOTL.IN.ZS,OECD members,OED,80.2573096745616
Urban population (% of total),SP.URB.TOTL.IN.ZS,Other small states,OSS,58.4265886326544
Urban population (% of total),SP.URB.TOTL.IN.ZS,Pacific island small states,PSS,37.7790344304999
Urban population (% of total),SP.URB.TOTL.IN.ZS,Post-demographic dividend,PST,80.9834512403542
Urban population (% of total),SP.URB.TOTL.IN.ZS,Pre-demographic dividend,PRE,38.5804589726223
Urban population (% of total),SP.URB.TOTL.IN.ZS,Small states,SST,54.2225789220373
Urban population (% of total),SP.URB.TOTL.IN.ZS,South Asia,SAS,33.0247216792939
Urban population (% of total),SP.URB.TOTL.IN.ZS,South Asia (IDA & IBRD),TSA,33.0247216792939
Urban population (% of total),SP.URB.TOTL.IN.ZS,Sub-Saharan Africa,SSF,37.7639256909237
Urban population (% of total),SP.URB.TOTL.IN.ZS,Sub-Saharan Africa (excluding high income),SSA,37.7624281104615
Urban population (% of total),SP.URB.TOTL.IN.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,37.7639256909237
Urban population (% of total),SP.URB.TOTL.IN.ZS,Upper middle income,UMC,64.2371782580775
Urban population (% of total),SP.URB.TOTL.IN.ZS,World,WLD,53.8389479222242
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 05/02/2018,,,,
