"","X","Country","Region","Happiness_Score","Econonmy_GDP_Per_Capita","Family","Health_Life_Expectancy","Freedom","Trust_Government_Corruption","Generosity","Air_Pollution","Internet_Usage_Index","Cellular_Subscriber_Index","Total_Population","Child_Mortality_Index","Alcohol_Consumption_Index","Birth_Rate_Index","Mental_and_Substance_Disorder_Index","Suicide_Index","Clean_Water_Index","Population_Growth_Rate","HIV_Disease_Index","Obesity_Index","Electricity_Access_Population_Percentage","Compulsory_Education_in_Years","Agricultural_Land_Percentage","Entrepreneurship_Cost_Index","Forest_Area_Land_Percentage","Infant_Immunization_Measles_Index","Automotive_Mortality_Index","Urban_Population_Percentage","Legal_Rights_Index"
"France",29,"France","Western Europe",0.830926702888386,1.05985160149212,1.06784907826216,1.6353902855168,0.740690780697236,0.861091171505506,-0.949566633692372,-1.06787377944383,1.10150554678709,-0.238662897536639,1.03122407492967,-1.2063969306149,1.17348466282553,-0.264067044597906,1.37184077498602,0.898915047473744,1.13675887945677,-0.69841914464639,-0.47950565333095,0.10384389310277,0.753536111752307,0.170642380389107,0.426266753100571,-1.15492705105584,0.0471345198529629,-0.159591765939658,-1.21186539705991,0.82133944373671,-0.293656491432614
"Argentina",30,"Argentina","Latin America and Caribbean",0.8045963803603,0.395663987445113,1.00014240282677,0.46474946164944,-0.00876550167413186,-0.331993104125286,-1.04803949730486,-0.928030640579051,0.458467590871496,0.99073433329058,0.795965975603985,-0.167624873311982,0.247512940158709,0.0823553309711873,1.41959173535914,0.353473118325952,0.356048143350943,-0.193441033882675,0.565948821932863,1.11895838106256,0.0471345198529629,1.84054851384303,0.517322045882649,0.122812419850878,-0.704368997936395,-0.33533479187566,-0.122812419850878,1.48755513040581,-0.66229579137811
"Czech Republic",31,"Czech Republic","Central and Eastern Europe",0.778812411231225,0.75668797468123,0.774639697124408,0.816766120932217,0.0868571172938519,-1.25318864325618,-1.13549036044795,-0.161057642406586,0.942640803295792,0.339394657639554,-0.0821371506212249,-1.40757003030365,1.77931599593264,-1.01338876001346,-0.677774253344337,0.407676421024981,1.13675887945677,-1.00614875620835,-1.03482235752387,0.753536111752307,0.753536111752307,-0.255436412643878,0.528192807934573,-0.122812419850878,0.336038140371823,1.66082955953865,-0.942640803295792,0.492174207939258,0.676209694145264
"Uruguay",32,"Uruguay","Latin America and Caribbean",0.753536111752307,0.418372242517303,0.787648923253406,0.606664210133355,1.209848356362,1.11204835736578,0.0977465337685026,-1.1912316602584,0.296409602086355,1.35977395686343,-0.830772813435335,-0.215038074640527,0.0943740485029919,-0.230633589585772,1.13276528196978,1.08789676644052,0.565948821932863,-0.746281080818544,0.47950565333095,1.05105553864798,-0.0849126598079153,1.84054851384303,1.9659298576079,0.610767694252199,-0.656848717406931,0.495771095309021,0.113323059587658,1.69545894689796,-0.293656491432614
"Colombia",33,"Colombia","Latin America and Caribbean",0.728732328202691,0.0333005804153304,0.955823618344608,-0.0216880365967714,0.615449130247198,-0.825783268185125,-0.330687672852771,-0.44462918981903,0.10384389310277,0.132006627538239,0.858986113757329,0.207735921594858,-0.00942355403831797,-0.398205223209094,-2.34859738881715,-0.84297033902809,-0.306270765356875,-0.282406703693098,-0.10384389310277,0.247512940158709,-0.296409602086355,0.170642380389107,-0.153762516545985,0.28657717914942,1.17348466282553,0.178064446895181,0.23780792053137,0.663751855196501,2.03251608101651
"Thailand",34,"Thailand","Southeastern Asia",0.704368997936395,0.160193169470314,1.09407918008002,0.205884808218902,0.794891791999178,-1.15528562016541,2.08238812903149,0.173812397010989,-0.356048143350943,1.15584740210336,1.06838357460193,-0.348244901098175,0.416981787294106,-1.07174898048896,-0.801767393545489,0.287645128851309,0.170443131739819,-0.773293624644428,0.8045963803603,-0.656848717406931,-0.122812419850878,-0.255436412643878,-0.0124093649224947,-0.122812419850878,0.122812419850878,1.66082955953865,1.55351247251084,-0.535881852321024,-0.66229579137811
"Saudi Arabia",35,"Saudi Arabia","Middle East and Northern Africa",0.680416776238936,1.446131261443,0.17717031760688,0.116164965302947,-0.859595472006344,1.49870273537298,-0.800601641352296,2.26199061978128,0.47950565333095,1.80328837208461,0.602582847081173,-0.21939298076597,-1.77931599593264,0.312174040300068,-0.0843070131309587,-1.82370629446966,0.10384389310277,0.962275100270587,-0.942640803295792,1.87968973092101,0.753536111752307,-0.255436412643878,1.86993513126725,-0.180012369792705,-1.69420905962633,1.01584144813061,1.03482235752387,1.01083529567941,-1.06677706202733
"Spain",36,"Spain","Western Europe",0.656848717406931,0.911337352806388,1.377332489625,1.73786975095327,0.0582045207556061,-0.627106853782878,-0.347095478380432,-1.46937466828984,0.857846111946041,-0.0805352515583873,0.835812964504123,-1.33872960287166,0.8045963803603,-1.53972904270487,1.30592463934438,-0.746141720591235,1.13675887945677,-1.22410967957087,0.753536111752307,0.47950565333095,0.753536111752307,0.170642380389107,0.428384125045185,-0.218463917270781,0.458467590871496,0.495771095309021,-1.58581203457578,0.82439202265447,0.048726643634854
"Malta",37,"Malta","Western Europe",0.633640000779701,0.84207333233644,1.30750913221931,1.11996353180854,1.2101287799742,0.26229295758757,1.8372341274368,-0.672851637920708,0.753536111752307,0.510370259880202,-2.32835949800191,-0.94194542708636,0.122812419850878,-1.22057536213204,0.499471880027907,-1.16029464745358,1.13675887945677,-0.669740889135153,0.23780792053137,1.25211952026522,0.753536111752307,0.593217023300014,-0.534795792301448,0.247512940158709,-1.43820484883178,-0.33533479187566,-1.13675887945677,1.70116256993058,-1.06677706202733
"Kuwait",38,"Kuwait","Middle East and Northern Africa",0.610767694252199,2.02055331485727,0.566922086245797,0.138787050180169,0.781122797653499,1.17173388835347,-0.540997175855612,1.61398346219909,0.972449316550956,3.27031298197447,-0.737533050125668,-0.486721412726218,-2.16909874493611,-0.255624253600643,0.371239825374469,-2.07514727536217,0.316161802149676,1.82749405488885,-2.00360134237245,2.43147239939543,0.753536111752307,-0.255436412643878,-1.5677526107991,-0.533070234972238,-1.77931599593264,0.0522995556137046,0.160889476162922,1.87812429088911,-1.52510857829731
"Suriname",39,"Suriname","Latin America and Caribbean",0.588210549209055,0.23636536932566,-0.291927173213079,-0.369257196135479,1.14453669002497,0.267046533623347,-0.465795106067023,-0.401979097154455,-0.276772384337838,0.719007615114271,-2.1346444277118,0.130170787061594,-0.0471345198529629,0.161336228780726,0.629233691895171,1.83488488008206,-0.10384389310277,-0.238744415315388,0.728732328202691,0.817690678247038,-0.610767694252199,-1.5553684153474,-1.8948561362686,1.69420905962633,2.43147239939543,0.178064446895181,0.218463917270781,0.159088093352959,-1.06677706202733
"Trinidad and Tobago",40,"Trinidad and Tobago","Latin America and Caribbean",0.565948821932863,0.855511383862128,0.655937342921349,-0.343161327493897,0.813328887797812,-1.5470779942792,0.744699942242692,-0.837973025643064,0.437630531047301,1.29070017452991,-1.47712232747342,0.406684841733345,-0.00942355403831797,-0.553841436532381,0.259001019919226,0.45649412894135,-0.0754588663820661,-0.721034671725555,0.680416776238936,-0.336038140371823,0.753536111752307,-1.5553684153474,-1.47684642466195,-1.25211952026522,0.885402008322565,-0.33533479187566,-0.160889476162922,-2.10948962246964,0.676209694145264
"El Salvador",41,"El Salvador","Latin America and Caribbean",0.543964117424632,-0.352615292992024,-0.0782089616635671,-0.0817192295652095,-0.311374792544143,0.0699037733351263,-1.13479730070768,0.708865666948628,-0.52223925228217,0.9510373808323,-0.421089891745145,-0.018632680874207,-0.633640000779701,-0.124483334501769,-0.73005840012468,0.0296166788768532,-0.170443131739819,-0.618540119093706,0.257241329086499,0.543964117424632,-0.356048143350943,1.01235167335525,1.68533707155964,0.913647201385053,-0.47950565333095,0.323075501494712,0.257241329086499,0.191090411857889,1.24809009814159
"Guatemala",42,"Guatemala","Latin America and Caribbean",0.52223925228217,-0.398382219132716,-0.000105310265499896,-0.223778779694186,0.971965729268595,-0.203702254211218,0.433854100199686,0.615359772666115,-0.500758133851913,0.0121249556374152,0.190418069508857,0.408101074486929,-0.577043937955507,0.625752972893671,-0.626862836722861,-0.497846650885905,-0.257241329086499,0.672942861684425,-0.0282740103804692,0.028274010380469,-0.47950565333095,0.170642380389107,-0.378123968531834,0.680416776238936,0.180012369792705,-1.03536349271067,0.356048143350943,-0.485249211259154,1.24809009814159
"Slovak Republic",44,"Slovak Republic","Central and Eastern Europe",0.500758133851913,0.726769426825744,1.12210156459969,0.47486269902751,-0.820603440877183,-1.11163674995236,-0.475370477200343,-0.229758431285335,0.830926702888386,0.315794335852104,-0.520008698207501,-0.806797425103255,1.52275685090847,-1.26877131548258,-0.733609274298682,0.239078931883265,1.13675887945677,-0.965742696304146,-1.61985625863827,-0.0471345198529629,0.753536111752307,0.170642380389107,-0.167373411524975,-0.844309926467412,0.610767694252199,0.323075501494712,-0.680416776238936,-0.398635836558025,0.676209694145264
"Japan",45,"Japan","Eastern Asia",0.47950565333095,1.03764454542209,1.04958579436074,2.16866029760522,0.319971771516427,0.666377298740779,-1.13329606372694,-0.9417219951083,1.38709258154609,0.433760061840724,1.42871434596107,-1.42531308172819,0.180012369792705,-1.21764653005652,-1.02399222434269,1.13325618098335,1.13675887945677,-1.20108669088372,-0.610767694252199,-1.87968973092101,0.753536111752307,-0.255436412643878,-1.39976649777964,-0.0754588663820661,1.69420905962633,0.495771095309021,-1.25211952026522,1.58871438311864,0.048726643634854
"Ecuador",47,"Ecuador","Latin America and Caribbean",0.458467590871496,-0.106615511890424,-0.184988130277429,0.484681782208194,0.243811302548884,0.668784902009968,-1.03787108208704,-1.00462772277281,-0.10384389310277,-0.894696685519485,0.186204695614874,0.221063414638439,-0.113323059587658,0.260479815074543,-0.418372991941304,-0.272662857736167,-0.599450993867666,0.227062173941377,-0.0471345198529629,-0.218463917270781,-0.23780792053137,2.24973011940151,-0.922655345438841,0.633640000779701,1.06757052387814,-0.680064623157958,0.416981787294106,0.0523966813744796,-1.52510857829731
"Bahrain",48,"Bahrain","Middle East and Northern Africa",0.437630531047301,1.20733377291857,0.826540185556885,0.249741265771801,0.0266012390423615,1.41797942678526,-0.429765815424893,1.32493482270964,1.77931599593264,2.03651946658891,-1.47096943057668,-0.629280594220188,-0.753536111752307,-0.174190251954726,0.414083145456185,-0.51149035499917,1.13675887945677,1.64146467171112,-0.857846111946041,1.33936730456084,0.753536111752307,-0.255436412643878,-1.45009295789411,-1.15492705105584,-1.55351247251084,1.66082955953865,-0.871541335041964,1.3188999804128,-1.52510857829731
"Italy",49,"Italy","Western Europe",0.416981787294106,0.976323453458721,0.729337843046972,1.72546527313242,-1.11720893794782,-1.207242546981,0.0628387727525909,-0.283270070046392,0.336038140371823,0.864767783725556,0.983993502974942,-1.34547985250441,-0.113323059587658,-1.18039752477908,0.619480149313821,-0.850658276213604,1.13675887945677,-1.17366083404008,0.543964117424632,-0.199201324789267,0.753536111752307,1.01235167335525,0.0220723008496824,0.218463917270781,0.0849126598079153,-0.619106267188313,-1.10150554678709,0.297052488066496,-1.06677706202733
"Bolivia",50,"Bolivia","Latin America and Caribbean",0.396509334145014,-0.550172882649794,-0.266921811420516,-0.62527821709088,0.944112698646801,-0.290198887333843,-0.135197422769019,0.268891326987907,-0.257241329086499,-0.536282693281455,-0.0748233633679455,1.16710952329258,-0.160889476162922,0.556547826118344,-0.245944160812941,-0.431188404754233,-0.437630531047301,0.248934039179368,-0.141825242326318,-0.160889476162922,-0.458467590871497,1.84054851384303,-0.405521151398123,1.13675887945677,1.10150554678709,1.66082955953865,0.610767694252199,0.27551416823253,-2.08128553335863
"Moldova",51,"Moldova","Central and Eastern Europe",0.376201746254726,-0.749066499279862,-0.11879145965286,-0.329547908026381,-0.760718222092119,-1.45191497114459,-0.0984129305997175,-0.227324091416498,-0.0849126598079153,-0.0849682653780688,-0.715495065376901,-0.144495065204325,2.43147239939543,-2.3337924556888,0.276549729682206,0.854867191424825,-0.500758133851913,-1.170123962403,-0.122812419850878,-0.316161802149676,0.753536111752307,-0.255436412643878,1.55298361646115,-0.376201746254725,-0.543964117424632,-0.33533479187566,-0.416981787294107,-0.758874745223932,0.967985343888898
"Paraguay",52,"Paraguay","Latin America and Caribbean",0.356048143350943,-0.363942304980682,1.32369178765136,-0.153097675824999,0.650136194332584,-0.36449750468764,0.902777759220152,-0.7620071171633,-0.160889476162922,-0.159932455679213,-0.387734354377667,0.528887497838573,0.622163161537351,0.256421904982478,0.755736518269782,-0.587726526278328,0.218463917270781,0.065024174478389,-0.356048143350943,-0.113323059587658,-0.199201324789267,1.42810865151602,0.553898173974065,0.857846111946041,0.543964117424632,-0.737934961129755,0.633640000779701,-0.132497922353887,-1.52510857829731
"Kazakhstan",53,"Kazakhstan","Central and Eastern Europe",0.336038140371823,0.591187657950306,0.354996697794474,-0.226149900927295,0.473217576357304,-0.335998972216082,-1.00572340335358,-0.299073165875393,0.565948821932863,1.26906531954258,0.24594401246168,-0.14900361353745,0.386335624226698,0.372510625143256,-0.547209938967345,1.80094990436854,-0.23780792053137,0.156284115009555,-0.458467590871497,0.00942355403831797,0.753536111752307,-0.255436412643878,1.84839919202831,-1.46523379268552,-1.33936730456084,1.66082955953865,0.588210549209055,-0.413713574959859,-0.293656491432614
"Slovenia",54,"Slovenia","Central and Eastern Europe",0.316161802149676,0.774597050646157,1.14406808495085,1.01587903540872,1.25622253645356,-1.04905005171731,0.26725010352392,-0.243610508938103,0.680416776238936,0.0610473524166541,-1.17847642796438,-1.41225355755996,0.899434907667234,-0.816421404014815,-0.434331428546684,0.99121647784631,0.47950565333095,-0.909621835062877,-1.33936730456084,-0.113323059587658,0.753536111752307,-0.255436412643878,-0.595994227126741,-2.43147239939543,1.43820484883178,0.178064446895181,-0.942640803295792,-0.566324576234085,-0.66229579137811
"Lithuania",55,"Lithuania","Central and Eastern Europe",0.296409602086355,0.662937955143759,1.05143129740033,0.169963376579112,-1.36410494314942,-1.56929581839541,-2.17880864304189,-0.350170065595586,0.610767694252199,0.793111928690863,-0.938575199825896,-0.995196016975487,2.00360134237245,-0.77245252082391,0.631747010888874,2.24258968475043,0.0471345198529629,-1.87382970419959,-0.588210549209055,0.857846111946041,0.753536111752307,-0.255436412643878,0.21067214554277,-1.3628419377465,0.376201746254726,0.178064446895181,-0.218463917270781,0.180859084000238,0.370712860893872
"Nicaragua",56,"Nicaragua","Latin America and Caribbean",0.276772384337838,-0.751832522094836,0.44815805138301,0.229276326033252,0.779124206657736,0.764186599842475,0.458245459140208,0.234974708300968,-0.778812411231225,0.14212946692655,-0.44573108398047,0.124867514515102,-0.36610635680057,0.00918125541263591,-1.2165785188939,-0.400517090320937,-0.554922942702654,-0.0902829636859133,-0.316161802149676,0.437630531047301,-0.680416776238936,-1.11837271438566,-0.0681948776848352,1.29451172542578,-0.0849126598079153,1.66082955953865,-0.0754588663820661,-0.172064970019685,-1.52510857829731
"Peru",57,"Peru","Latin America and Caribbean",0.257241329086499,-0.0143193373425707,-0.281849959596548,0.164491188358488,-0.23846680198513,-0.689130254288784,-0.667088004362546,0.260445394011501,-0.316161802149676,-0.0333828475325009,0.599078519792833,0.31704017801498,-0.266994125404953,0.18979869889445,-1.03542590944278,-1.84812695327714,-0.633640000779701,0.0438573633717434,-0.376201746254725,-0.257241329086499,-0.396509334145014,1.84054851384303,-1.11137251402992,0.028274010380469,1.29451172542578,-0.0591858291998884,-0.189598120462421,0.774387893017648,0.967985343888898
"Belarus",58,"Belarus","Central and Eastern Europe",0.23780792053137,0.335977317783718,0.9160580189649,0.193780773562766,-0.460685014172852,0.746979560065259,-1.0941084266717,-0.232927227682305,0.23780792053137,0.352792880734284,-0.154208667593017,-1.12677440068281,2.16909874493611,-0.684309806428054,0.770874752245755,1.64385685867896,0.565948821932863,-1.08008373711213,0.0660118123758406,0.577043937955507,0.753536111752307,-0.255436412643878,-0.0585616823820811,-1.08438193805418,0.753536111752307,1.66082955953865,-0.296409602086355,0.67542366941733,-1.06677706202733
"Poland",59,"Poland","Central and Eastern Europe",0.218463917270781,0.599882069081011,1.17628822787897,0.419010178274589,0.588114188524386,-0.975999723082057,-0.488502971587764,0.0425342883616964,0.376201746254726,0.880431817157311,0.719768701216088,-0.992841593467345,1.10150554678709,-1.75829253530366,-0.930485722691766,0.82336962873392,0.276772384337838,-1.13742897832483,-0.728732328202692,0.376201746254726,0.753536111752307,-0.255436412643878,0.160651583463349,0.141825242326317,0.00942355403831797,0.495771095309021,-0.588210549209055,-0.0933257108469401,0.676209694145264
