"","X","Country","Region","Happiness_Score","Econonmy_GDP_Per_Capita","Family","Health_Life_Expectancy","Freedom","Trust_Government_Corruption","Generosity","Air_Pollution","Internet_Usage_Index","Cellular_Subscriber_Index","Total_Population","Child_Mortality_Index","Alcohol_Consumption_Index","Birth_Rate_Index","Mental_and_Substance_Disorder_Index","Suicide_Index","Clean_Water_Index","Population_Growth_Rate","HIV_Disease_Index","Obesity_Index","Electricity_Access_Population_Percentage","Compulsory_Education_in_Years","Agricultural_Land_Percentage","Entrepreneurship_Cost_Index","Forest_Area_Land_Percentage","Infant_Immunization_Measles_Index","Automotive_Mortality_Index","Urban_Population_Percentage","Legal_Rights_Index"
"Israel",11,"Israel","Middle East and Northern Africa",1.38709258154609,0.906610776876936,0.867660434841632,1.33741018269716,-0.24981347992502,-0.427082555882338,0.833385351038906,-0.185109873733628,0.8045963803603,0.62599245464902,-0.259924948062578,-1.1909856653018,-0.656848717406931,0.606859585434648,-0.25436464651283,-0.320719312705822,1.13675887945677,0.277510376288365,-0.00942355403831797,0.778812411231225,0.753536111752307,1.42810865151602,-0.862195083958623,-0.437630531047301,-0.8045963803603,1.01584144813061,-2.00360134237245,1.50993887710959,0.370712860893872
"Costa Rica",12,"Costa Rica","Latin America and Caribbean",1.33936730456084,0.130704229745121,0.943239767645235,0.922075925466632,1.50310212977948,-0.0674970832884055,0.280595027993729,-0.262325673564921,0.218463917270781,1.09925549224706,-0.60256182179405,-0.401387412604132,-0.306270765356875,-0.502590139460087,-1.70085105061406,-0.547506210484005,0.170443131739819,-0.15929766730339,-0.276772384337838,0.680416776238936,-0.160889476162922,1.42810865151602,-0.375145154949348,0.0849126598079153,1.25211952026522,0.0522995556137046,-0.0754588663820661,0.683216558305254,1.51809534929742
"Austria",13,"Austria","Western Europe",1.29451172542578,1.25136759813237,1.27817102203503,1.14490160092229,1.40876494160203,0.715086033375614,0.827855460584612,-0.537293621492055,1.03482235752387,1.28349314326557,-0.212020409056823,-1.2985684045518,0.437630531047301,-1.11793120322827,0.846407654336302,0.548337943691933,1.13675887945677,-0.660187940163004,0.356048143350943,-0.160889476162922,0.753536111752307,-0.255436412643878,-0.490580627194613,-0.199201324789267,0.942640803295792,0.495771095309021,-1.06757052387814,0.155583338263945,-0.293656491432614
"Mexico",14,"Mexico","Latin America and Caribbean",1.25211952026522,0.304786541407855,-0.506576416909647,0.623828194779977,0.215439485021837,0.907291950121929,-0.761629009002727,-0.252458186132771,0.160889476162922,-0.714545151090871,1.41935656207366,0.142323282543998,0.0471345198529629,-0.00654730753771944,-1.69555748163028,-0.803389122825144,-0.00942355403831797,0.0794086064522637,-0.0660118123758407,1.17348466282553,-0.218463917270781,1.84054851384303,0.544434826296858,0.437630531047301,0.276772384337838,0.712670905474592,-0.316161802149676,0.807181959684969,1.51809534929742
"United States",15,"United States","North America",1.21186539705991,1.4430598159657,0.993950604534246,0.932740889472555,0.707296477943694,0.482056619374719,1.25559124940767,-1.71057990727008,0.728732328202691,0.183668107613812,1.93897699612653,-0.791741467116583,0.500758133851913,-0.406336495213797,2.49952323070796,0.588967712550169,0.376201746254726,-0.450836087884674,0.633640000779701,2.16909874493611,0.753536111752307,1.42810865151602,0.0390274669846708,-0.957438716409626,0.257241329086499,-0.0591858291998884,-0.376201746254725,0.930733477400572,1.77923858294193
"Brazil",16,"Brazil","Latin America and Caribbean",1.17348466282553,0.198464106982097,0.915949403281226,0.00685401273348442,0.278379033064749,0.622488431619997,-0.709286704780198,-1.20888811482107,0.199201324789267,0.435153391055663,1.69662628440485,-0.0910522397801177,0.533070234972238,-0.594625137611695,1.19377198723553,-0.643558442563969,0.23780792053137,-0.332143765172591,0.296409602086355,0.160889476162922,-0.0660118123758407,1.84054851384303,-0.451008378868482,-0.336038140371823,1.33936730456084,0.495771095309021,0.52223925228217,1.14853247022889,-1.06677706202733
"Luxembourg",17,"Luxembourg","Western Europe",1.13675887945677,2.05790240733521,0.844619956393824,1.38168428762114,1.32579996759353,1.68732970703442,0.474524957858043,-0.579055181279109,2.16909874493611,1.04033394857498,-2.11659076746131,-1.18775152267692,0.957438716409626,-0.923102350872693,0.745260555422152,0.021140216657373,1.13675887945677,0.414947929774922,0.336038140371823,0.326083867695166,0.753536111752307,1.01235167335525,0.340198796138524,-0.704368997936395,0.23780792053137,1.66082955953865,-0.766113077130777,1.396828378127,-0.66229579137811
"Ireland",18,"Ireland","Western Europe",1.10150554678709,1.24719944276064,1.72121887420498,1.18366675352907,1.34456848990836,1.33108768012075,1.56270752233669,-1.45875408083587,0.913647201385053,-0.207663631833613,-0.617779437539547,-1.33739065743775,0.899434907667234,-0.252023224240453,1.42731209196006,0.122799360317395,0.199201324789267,-0.688856488909029,-0.23780792053137,0.656848717406931,0.753536111752307,0.170642380389107,1.01228029944802,-1.82720353259824,-0.633640000779701,0.0522995556137046,-1.38709258154609,0.0293920727471061,0.676209694145264
"Belgium",19,"Belgium","Western Europe",1.06757052387814,1.1557174751205,1.21190405699616,1.19438035831632,1.03534044218958,0.988595532195555,0.0142791259269147,-0.676740118321241,1.13675887945677,0.130491222053371,-0.0418660585007459,-1.17047885650915,0.857846111946041,-0.523421120963992,1.0633954122783,0.973164046443445,1.13675887945677,-0.519871898672241,0.160889476162922,0.180012369792705,0.753536111752307,1.01235167335525,0.0148924786424984,-0.266994125404953,-0.180012369792705,0.495771095309021,-0.871541335041964,1.84859086134916,-0.293656491432614
"United Arab Emirates",20,"United Arab Emirates","Middle East and Northern Africa",1.03482235752387,1.55610359626102,0.370848289397828,0.592564966452942,1.58316392353517,1.71184519096134,0.353139209965846,1.54397501482214,1.43820484883178,2.0924580483191,-0.17730167553706,-0.774389775436031,-0.448024744793407,-0.55538361759118,-0.395528387054078,-1.46784951494068,0.511469190920836,-0.119231658049834,-1.06757052387814,1.49337770394981,0.753536111752307,-1.5553684153474,-1.72808735739666,0.10384389310277,-0.972449316550956,1.66082955953865,-0.543964117424632,1.14058964304258,-1.06677706202733
"United Kingdom",21,"United Kingdom","Western Europe",1.00314796766253,1.02390837142979,1.21086302135235,1.29946262979852,1.14159957236551,1.48016446862733,1.84429215712163,-1.06153188068268,1.49337770394981,0.366630251505463,1.03975530909921,-1.04670314014856,1.38709258154609,-0.395506973078975,0.983397726080607,-0.279341214331778,1.13675887945677,-0.542344875059877,0.0471345198529629,1.00314796766253,0.753536111752307,0.593217023300014,1.34623055273181,-2.07925428020628,-0.458467590871497,0.323075501494712,-2.28086577088399,0.982237459844384,0.676209694145264
"Singapore",24,"Singapore","Southeastern Asia",0.972449316550956,1.89788492710181,-0.0992918813119494,2.73670472609014,0.678649654314557,1.9746730722852,0.694159332835318,-0.378524704598983,1.00314796766253,0.985911141745121,-0.508352653117451,-1.59192395549034,-0.680416776238936,-2.55242130108892,-0.804544241268073,-0.187843848528153,1.13675887945677,0.294306598585627,0.396509334145014,-1.13675887945677,0.753536111752307,-1.5553684153474,-1.87972335691108,-1.3628419377465,-0.141825242326318,0.323075501494712,-1.43820484883178,1.98038337272667,0.967985343888898
"Panama",25,"Panama","Latin America and Caribbean",0.942640803295792,0.423596471276045,0.733138055259824,0.518275455923462,0.675245918297242,-0.229367783670401,0.195735338868369,-0.95909056822381,-0.0282740103804692,1.7387057726329,-0.731797492093496,0.0121796540805841,0.306270765356875,0.282188679232771,-1.77712807751305,-0.777762630860459,-0.122812419850878,0.349663958330841,0.656848717406931,0.326083867695166,-0.437630531047301,0.593217023300014,-0.607587392872527,-0.160889476162922,1.49337770394981,-0.251114734622305,-0.416981787294107,0.184799556821981,0.676209694145264
"Germany",26,"Germany","Western Europe",0.913647201385053,1.2208918838967,1.29184860180119,1.15619178604887,1.31558591938623,0.943052309045599,0.487842005731928,-0.85861665484248,1.21186539705991,0.159151955988589,1.17020919535148,-1.30379140044528,0.8045963803603,-1.2002674723631,1.02890085888864,0.225512657264988,1.13675887945677,-0.830016954449462,0.218463917270781,0.247512940158709,0.753536111752307,1.01235167335525,0.209492092856853,-0.704368997936395,0.141825242326317,0.712670905474592,-1.33936730456084,0.606706039205052,0.370712860893872
"Chile",27,"Chile","Latin America and Caribbean",0.885402008322565,0.546958767464722,0.364765478746542,0.91021347224168,-0.0655929240937921,0.188290118554886,0.845919807658781,-0.196912003962983,0.276772384337838,0.515160153042563,0.246405511673783,-0.626866083644661,0.577043937955507,-0.524923370443854,1.61054711677628,0.271445856788669,0.316161802149676,-0.333860394941683,0.00942355403831797,1.05105553864798,-0.0471345198529629,1.42810865151602,-1.01413879043665,-0.47950565333095,-0.10384389310277,0.495771095309021,-0.34602582286066,1.36126132656417,-0.293656491432614
"Qatar",28,"Qatar","Middle East and Northern Africa",0.857846111946041,2.57460071458795,0.153226556481706,0.522439143501103,1.57105464461399,2.03035508324895,0.793718342267289,2.27695169300348,1.61985625863827,1.33043758937381,-1.05376376860835,-0.6383772093298,-1.00314796766253,-0.326111262976001,0.296497851508771,-1.1243183190306,1.13675887945677,2.22662293805587,-1.87968973092101,1.77931599593264,0.753536111752307,-0.255436412643878,-1.68293565090357,-0.23780792053137,-2.43147239939543,1.66082955953865,-0.266994125404953,1.9335449163877,-1.52510857829731
